Дата свершения транзакции;Идентификатор акции;Маркер контрольной группы;Идентификатор клиента;Идентификатор свершенной транзакции;Оборот по транзакции (рубли + бонусы);Оборот по транзакции (рубли);Сумма начисленных бонусов по транзакции
04.12.2019 12:16;Целевая 7% на Новых;false;220957004;104006854056;345;172,36;5,17
04.12.2019 17:08;Целевая 7% на Новых;false;213372494;104037036176;27;14,13;0,99
20.12.2019 9:59;Целевая 7% на Новых;false;213239476;105662512421;128;64,27;1,94
03.01.2020 13:51;Целевая 7% на Новых;false;219135542;107003453166;137;137,02;9,59
13.12.2019 8:45;Целевая 7% на Новых;false;219787243;104982812942;571;285,34;19,97
03.12.2019 12:15;Целевая 7% на Новых;false;247936579;103904545671;307;153,62;4,60
11.12.2019 18:26;Целевая 7% на Новых;false;230826482;104799785782;305;251,15;17,57
19.12.2019 22:19;Целевая 7% на Новых;false;294610379;105596916522;69;69,22;4,85
30.12.2019 13:35;Целевая 6% на Отток;false;215091724;106782830923;980;490,16;29,41
14.12.2019 15:55;Целевая 7% на Новых;false;213684986;105123684515;1 199;599,77;41,98
14.12.2019 12:38;Целевая 7% на Новых;false;212994764;105105504936;331;165,27;11,57
16.12.2019 10:08;Целевая 7% на Новых;false;205327212;105257862025;3;2,51;0,17
12.12.2019 19:58;Целевая 7% на Новых;false;213316678;104926080859;309;155,38;10,88
08.12.2019 13:44;Целевая 7% на Новых;false;213128404;104454444834;497;249,46;17,46
08.12.2019 10:55;Целевая 7% на Новых;false;213180070;104444290238;607;303,70;9,11
05.12.2019 7:26;Контрольная 7% на Новых;true;236037484;104124270883;544;543,98;16,32
13.12.2019 12:05;Целевая 7% на Новых;false;236996324;104992527496;1 337;668,56;46,80
11.12.2019 13:29;Целевая 7% на Новых;false;212756889;104772157054;28;27,97;1,95
19.12.2019 19:53;Целевая 6% на Отток;false;212675585;105581463168;194;98,31;5,90
14.12.2019 12:06;Контрольная 7% на Новых;true;212409276;105103342882;1 106;1 105,61;33,17
20.12.2019 15:08;Целевая 7% на Новых;false;318821858;105690650702;1 640;820,69;57,45
23.12.2019 15:01;Целевая 7% на Новых;false;212676476;106007822349;450;225,02;15,75
03.01.2020 17:25;Целевая 7% на Новых;false;214812278;107023037564;394;197,76;13,84
17.12.2019 15:47;Целевая 7% на Новых;false;235241825;105392787195;835;417,55;12,53
15.12.2019 22:57;Целевая 7% на Новых;false;213419342;105237687090;238;238,26;16,68
31.12.2019 10:14;Целевая 7% на Новых;false;217485379;106885696995;218;170,92;5,13
25.12.2019 18:52;Целевая 7% на Новых;false;213594529;106235370462;509;508,52;35,60
27.12.2019 19:27;Целевая 7% на Новых;false;213038954;106469583066;3 072;1 769,40;123,85
21.12.2019 12:45;Целевая 7% на Новых;false;256308589;105796033090;1 017;508,94;35,62
04.12.2019 18:52;Целевая 6% на Отток;false;219226448;104049059776;28;28,25;1,70
20.12.2019 16:40;Целевая 6% на Отток;false;269865865;105698919368;208;104,53;6,27
10.12.2019 16:22;Целевая 7% на Новых;false;214025930;104700009262;112;55,80;3,91
03.01.2020 14:00;Целевая 7% на Новых;false;212794292;107004073600;1 119;560,08;39,21
17.12.2019 18:08;Целевая 7% на Новых;false;212598589;105404124491;525;318,76;22,32
31.12.2019 16:29;Контрольная 7% на Новых;true;213521392;106917731821;846;423,77;12,71
31.12.2019 11:21;Контрольная 7% на Новых;true;212808906;106891012034;564;282,51;8,48
26.12.2019 12:58;Целевая 7% на Новых;false;218118035;106295849318;564;281,80;8,46
16.12.2019 15:34;Целевая 6% на Отток;false;213544212;105285761623;364;181,80;10,90
23.12.2019 19:12;Целевая 7% на Новых;false;275913702;106033177122;112;112,44;7,87
10.12.2019 13:08;Целевая 7% на Новых;false;212269279;104683273969;856;622,43;43,58
10.12.2019 17:48;Целевая 6% на Отток;false;212886693;104705510367;376;187,87;11,27
29.12.2019 15:38;Целевая 7% на Новых;false;220462980;106695557928;223;111,59;7,81
07.12.2019 13:24;Целевая 7% на Новых;false;244414897;104366314734;106;105,94;7,42
02.01.2020 16:34;Целевая 6% на Отток;false;240688344;106988494426;1 042;521,02;31,27
05.12.2019 16:02;Целевая 7% на Новых;false;237611069;104158062903;154;76,98;5,40
05.12.2019 16:29;Целевая 6% на Отток;false;247845049;104160328941;181;180,81;10,85
22.12.2019 15:08;Целевая 7% на Новых;false;213694522;105898545605;392;196,80;13,77
13.12.2019 12:27;Целевая 7% на Новых;false;212732658;104993936278;448;224,60;15,72
13.12.2019 15:57;Контрольная 7% на Новых;true;202550771;105011202930;203;101,70;3,05
18.12.2019 17:02;Контрольная 7% на Новых;true;240952468;105479259863;1 171;1 171,01;35,13
27.12.2019 19:21;Целевая 6% на Отток;false;220834227;106468996730;674;337,60;10,13
20.12.2019 17:34;Целевая 7% на Новых;false;234856972;105704144036;85;84,75;2,54
20.12.2019 18:43;Целевая 6% на Отток;false;212479498;105710911569;479;294,02;17,63
02.01.2020 13:54;Целевая 7% на Новых;false;212870262;106986571426;2 037;1 018,52;71,29
03.01.2020 15:59;Целевая 7% на Новых;false;212921673;107015055029;1 314;656,87;19,71
22.12.2019 15:32;Целевая 7% на Новых;false;236213794;105900608734;2 726;1 364,78;95,55
22.12.2019 14:44;Целевая 7% на Новых;false;249229765;105896430719;651;566,43;39,65
13.12.2019 17:41;Целевая 6% на Отток;false;216288346;105020546369;1 154;577,74;34,66
31.12.2019 10:20;Целевая 7% на Новых;false;213289646;106886041441;4 505;2 253,03;157,71
26.12.2019 12:23;Целевая 6% на Отток;false;217315168;106292861737;298;148,95;8,93
30.12.2019 12:36;Целевая 7% на Новых;false;255644377;106778424990;137;68,37;2,05
25.12.2019 8:02;Целевая 7% на Новых;false;212819398;106189420924;125;125,27;3,76
16.12.2019 18:59;Целевая 7% на Новых;false;213118093;105300867051;254;127,98;8,96
16.12.2019 16:38;Целевая 7% на Новых;false;213170035;105288599138;671;336,19;23,53
29.12.2019 13:05;Целевая 7% на Новых;false;250452984;106682595165;989;651,33;19,54
24.12.2019 19:53;Целевая 6% на Отток;false;445445718;106145191120;251;125,72;7,54
02.01.2020 11:52;Целевая 7% на Новых;false;213512971;106985461973;3 445;2 080,52;145,65
17.12.2019 19:38;Целевая 6% на Отток;false;212392123;105411555400;42;42,38;2,54
17.12.2019 9:32;Целевая 7% на Новых;false;224020287;105365448306;430;216,12;6,48
22.12.2019 18:28;Контрольная 7% на Новых;true;449518849;105916048572;135;68,38;2,05
18.12.2019 17:27;Целевая 7% на Новых;false;212098725;105481418109;219;110,18;7,71
18.12.2019 18:02;Целевая 7% на Новых;false;255711487;105484646623;182;91,82;6,43
18.12.2019 18:37;Целевая 7% на Новых;false;214970917;105487852501;590;295,22;20,67
01.01.2020 19:25;Контрольная 7% на Новых;true;213739112;106980189486;14;14,13;0,42
03.12.2019 9:41;Целевая 7% на Новых;false;220957004;103888253676;478;240,13;16,81
03.12.2019 10:14;Целевая 7% на Новых;false;220957004;103891093271;7;7,06;0,21
11.12.2019 16:57;Целевая 6% на Отток;false;231374093;104791017875;267;133,49;8,02
06.12.2019 17:00;Целевая 7% на Новых;false;242128469;104257303927;278;139,84;9,79
19.12.2019 10:31;Целевая 7% на Новых;false;214298156;105533461345;2 594;1 446,46;101,25
19.12.2019 10:35;Целевая 6% на Отток;false;214802992;105533715620;3 502;2 967,04;89,01
30.12.2019 15:02;Целевая 6% на Отток;false;212821076;106789685695;64;63,56;3,81
25.12.2019 18:38;Целевая 7% на Новых;false;213997614;106234192276;772;386,19;27,04
25.12.2019 14:51;Целевая 7% на Новых;false;299875824;106214566370;41;40,96;2,87
27.12.2019 12:27;Целевая 7% на Новых;false;248768367;106428633572;139;139,28;9,75
27.12.2019 11:58;Целевая 7% на Новых;false;229753889;106426265043;115;114,70;8,04
21.12.2019 17:33;Целевая 7% на Новых;false;315312318;105821250081;96;96,05;2,88
04.12.2019 11:09;Целевая 7% на Новых;false;218656426;104001881541;309;155,38;4,66
20.12.2019 16:07;Целевая 7% на Новых;false;213294522;105696065240;1 470;1 469,76;44,10
08.12.2019 10:25;Целевая 7% на Новых;false;219378827;104441902036;902;451,20;31,58
07.12.2019 10:52;Целевая 7% на Новых;false;227132312;104355120880;97;97,47;2,92
02.01.2020 14:31;Целевая 7% на Новых;false;219890102;106986982521;228;228,13;15,98
13.12.2019 17:47;Целевая 6% на Отток;false;213891915;105021108128;2 347;2 346,68;140,80
18.12.2019 12:21;Целевая 7% на Новых;false;213238035;105457227358;69;68,76;4,82
18.12.2019 13:24;Целевая 7% на Новых;false;249952820;105461428834;112;111,59;7,81
18.12.2019 11:35;Целевая 6% на Отток;false;234789657;105454342910;140;70,63;4,24
18.12.2019 16:40;Целевая 7% на Новых;false;212119123;105477334550;1 937;1 937,26;135,61
28.12.2019 12:07;Целевая 7% на Новых;false;217354502;106556911025;804;401,87;28,14
31.12.2019 17:16;Целевая 7% на Новых;false;224330058;106921509772;153;152,56;10,68
06.12.2019 11:56;Целевая 7% на Новых;false;212857261;104228780975;1 113;556,55;38,96
26.12.2019 9:07;Целевая 7% на Новых;false;220164020;106283810961;225;127,55;8,93
16.12.2019 17:32;Целевая 7% на Новых;false;249878466;105292717391;107;107,35;3,22
16.12.2019 20:52;Целевая 7% на Новых;false;212266199;105311168260;83;83,34;5,83
16.12.2019 19:08;Целевая 7% на Новых;false;233072224;105301709942;773;658,11;46,08
16.12.2019 14:46;Целевая 6% на Отток;false;212608045;105281079717;254;127,91;3,84
12.12.2019 15:48;Целевая 7% на Новых;false;213187556;104902422761;24;24,01;1,68
12.12.2019 13:31;Целевая 7% на Новых;false;219582990;104889376843;118;59,33;4,15
20.12.2019 13:23;Целевая 6% на Отток;false;243321634;105680218484;55;55,09;1,65
20.12.2019 17:11;Целевая 7% на Новых;false;225779040;105701873824;2 312;1 932,52;135,27
23.12.2019 8:28;Целевая 7% на Новых;false;245248330;105976515354;1 176;1 175,61;82,30
24.12.2019 10:39;Целевая 7% на Новых;false;214667996;106100093052;64;63,56;1,91
24.12.2019 10:33;Целевая 7% на Новых;false;227084094;106099594489;387;386,76;11,60
07.12.2019 11:44;Целевая 7% на Новых;false;214354698;104358774627;113;56,50;3,96
02.01.2020 10:48;Целевая 7% на Новых;false;247540858;106984927402;212;211,88;6,36
03.01.2020 16:03;Целевая 7% на Новых;false;237191937;107015428024;22;21,75;1,53
17.12.2019 15:56;Целевая 6% на Отток;false;213544212;105393791455;119;59,47;1,78
30.12.2019 14:08;Целевая 7% на Новых;false;242942415;106785277136;233;233,35;16,34
25.12.2019 18:42;Целевая 6% на Отток;false;224916677;106234676717;2 141;1 856,10;111,37
18.12.2019 13:27;Целевая 7% на Новых;false;213950527;105461777940;136;67,80;4,75
19.12.2019 18:18;Целевая 7% на Новых;false;247614804;105571524001;356;355,96;24,92
16.12.2019 16:49;Целевая 7% на Новых;false;269877421;105289149315;2 025;1 889,52;56,69
12.12.2019 15:52;Целевая 7% на Новых;false;241529817;104902964122;2 410;2 014,78;141,03
12.12.2019 10:30;Целевая 7% на Новых;false;213047642;104875285531;82;81,93;5,73
17.12.2019 13:21;Целевая 6% на Отток;false;220620175;105379291997;394;197,76;11,87
22.12.2019 15:07;Целевая 7% на Новых;false;213062651;105898464317;934;467,19;32,70
13.12.2019 14:18;Целевая 7% на Новых;false;321694382;105002526392;2 097;2 096,80;62,90
18.12.2019 11:12;Целевая 6% на Отток;false;226643698;105452987500;759;379,98;22,80
11.12.2019 20:24;Целевая 7% на Новых;false;205040922;104812367963;1 020;509,93;35,70
06.12.2019 14:48;Целевая 7% на Новых;false;213751522;104244781221;1 289;644,69;45,13
12.12.2019 8:57;Целевая 7% на Новых;false;212772019;104870319006;49;49,44;3,46
23.12.2019 19:59;Целевая 6% на Отток;false;237106744;106037888983;135;67,38;4,04
02.01.2020 15:08;Контрольная 7% на Новых;true;227254215;106987457317;69;69,22;2,08
17.12.2019 15:18;Целевая 7% на Новых;false;323006936;105389785698;4 197;4 196,70;293,77
13.12.2019 13:17;Целевая 7% на Новых;false;220481858;104997428663;415;414,60;29,03
03.12.2019 17:38;Целевая 7% на Новых;false;213096119;103937589078;450;225,23;15,76
01.01.2020 11:27;Целевая 7% на Новых;false;214278504;106976448206;207;103,40;3,11
11.12.2019 10:30;Контрольная 7% на Новых;true;226391757;104760637330;1 086;1 086,26;32,59
30.12.2019 11:13;Целевая 7% на Новых;false;221782057;106772658816;55;55,09;3,86
25.12.2019 17:38;Целевая 6% на Отток;false;235732423;106228836401;1 934;967,60;29,03
12.12.2019 17:31;Целевая 6% на Отток;false;225184443;104911861341;738;370,09;22,21
04.12.2019 19:13;Целевая 7% на Новых;false;212867126;104051602553;268;267,54;18,73
23.12.2019 15:42;Целевая 6% на Отток;false;212948810;106011970057;688;431,99;25,91
10.12.2019 12:26;Целевая 6% на Отток;false;212640958;104679476224;83;83,34;5,00
05.12.2019 13:31;Целевая 7% на Новых;false;216461466;104145464604;79;79,10;5,54
01.01.2020 16:50;Целевая 6% на Отток;false;219920133;106978915551;951;476,17;14,28
31.12.2019 13:43;Целевая 6% на Отток;false;233521575;106903256483;292;146,91;4,41
31.12.2019 18:03;Целевая 7% на Новых;false;240019616;106925621636;634;317,12;22,21
